tenure,monthly_charges,total_charges,contract_type,customer_support_calls,internet_service,online_security,tech_support,payment_method,paperless_billing,churn
45,80.74,3633.26,One year,2,No,Yes,No,Mailed check,No,0
14,69.58,974.12,Month-to-month,0,Fiber optic,Yes,No,Mailed check,Yes,1
30,26.19,785.79,One year,1,Fiber optic,Yes,No,Electronic check,Yes,1
68,61.03,4149.82,Two year,6,DSL,Yes,No,Bank transfer,Yes,1
18,47.46,854.35,One year,3,DSL,No,No,Electronic check,No,0
62,46.29,2869.71,One year,1,DSL,No,Yes,Credit card,No,0
37,68.18,2522.68,One year,7,No,Yes,No,Bank transfer,Yes,1
25,45.79,1144.65,One year,3,Fiber optic,No,Yes,Credit card,Yes,1
48,82.15,3943.27,Month-to-month,3,DSL,Yes,No,Mailed check,Yes,1
65,25.66,1668.12,One year,1,DSL,No,Yes,Electronic check,Yes,0
53,72.83,3860.05,Month-to-month,0,DSL,Yes,Yes,Credit card,Yes,0
15,84.74,1271.03,Month-to-month,0,Fiber optic,No,Yes,Electronic check,Yes,1
49,73.83,3617.5,Month-to-month,2,DSL,No,No,Credit card,Yes,1
68,59.78,4064.93,Month-to-month,5,Fiber optic,Yes,No,Electronic check,No,1
12,96.02,1152.29,Month-to-month,6,No,No,Yes,Bank transfer,No,1
59,44.0,2595.71,One year,8,Fiber optic,No,No,Mailed check,Yes,1
37,21.53,796.74,Month-to-month,4,Fiber optic,Yes,No,Bank transfer,No,1
61,54.56,3328.11,Month-to-month,8,Fiber optic,No,No,Mailed check,Yes,1
43,22.64,973.56,One year,7,Fiber optic,No,No,Bank transfer,Yes,1
70,96.31,6742.05,Month-to-month,0,Fiber optic,Yes,No,Mailed check,Yes,1
39,36.79,1434.94,One year,2,DSL,Yes,Yes,Bank transfer,No,0
56,83.11,4654.39,One year,7,No,No,Yes,Electronic check,Yes,1
63,81.97,5163.84,Two year,8,Fiber optic,No,No,Bank transfer,No,1
46,37.42,1721.24,One year,3,DSL,Yes,Yes,Credit card,Yes,0
11,69.7,766.68,Month-to-month,5,DSL,No,No,Credit card,No,1
62,23.85,1478.47,Month-to-month,3,DSL,Yes,Yes,Electronic check,No,0
25,58.69,1467.15,Month-to-month,8,Fiber optic,No,Yes,Electronic check,No,1
71,21.17,1503.2,Two year,1,DSL,No,Yes,Electronic check,No,0
52,93.69,4871.96,Month-to-month,5,Fiber optic,No,No,Credit card,Yes,1
4,98.09,392.35,Month-to-month,2,DSL,No,No,Bank transfer,Yes,1
59,37.78,2229.17,Month-to-month,9,DSL,No,Yes,Electronic check,Yes,1
20,36.65,732.97,Two year,3,Fiber optic,Yes,No,Bank transfer,Yes,1
63,80.3,5058.75,Month-to-month,1,Fiber optic,No,No,Mailed check,No,1
54,40.27,2174.6,Two year,7,Fiber optic,Yes,No,Bank transfer,Yes,1
57,91.61,5221.55,Month-to-month,9,Fiber optic,No,Yes,Bank transfer,No,1
41,65.91,2702.49,Month-to-month,7,DSL,No,Yes,Credit card,No,1
3,48.06,144.19,Month-to-month,0,Fiber optic,No,No,Bank transfer,Yes,1
6,86.62,519.69,Two year,9,DSL,No,No,Credit card,Yes,1
5,59.47,297.36,Two year,5,DSL,No,No,Mailed check,Yes,1
5,92.93,464.65,Month-to-month,0,DSL,No,No,Credit card,No,1
54,94.24,5089.02,Month-to-month,5,Fiber optic,Yes,Yes,Mailed check,Yes,1
47,33.23,1561.98,One year,6,DSL,Yes,No,Mailed check,Yes,1
49,20.19,989.11,Month-to-month,1,DSL,No,No,Electronic check,Yes,1
9,98.71,888.43,Month-to-month,8,DSL,No,Yes,Bank transfer,Yes,1
20,92.49,1849.82,Month-to-month,7,DSL,No,No,Bank transfer,Yes,1
61,24.44,1490.57,Month-to-month,8,DSL,No,No,Electronic check,No,1
35,86.64,3032.5,Month-to-month,9,DSL,No,No,Electronic check,Yes,1
50,56.62,2831.22,Month-to-month,3,DSL,No,Yes,Bank transfer,Yes,1
62,40.72,2524.45,Month-to-month,3,DSL,No,Yes,Electronic check,Yes,1
17,90.3,1535.1,Two year,7,DSL,Yes,No,Electronic check,Yes,1
3,35.73,107.2,Month-to-month,0,Fiber optic,No,No,Mailed check,Yes,1
32,95.78,3065.09,One year,7,Fiber optic,No,Yes,Electronic check,Yes,1
13,36.45,473.85,Month-to-month,6,Fiber optic,Yes,Yes,Electronic check,Yes,1
68,69.09,4698.44,One year,6,No,No,No,Credit card,Yes,1
14,37.85,529.86,Month-to-month,8,DSL,No,No,Bank transfer,Yes,1
11,63.65,700.19,One year,9,DSL,No,Yes,Credit card,Yes,1
56,74.72,4184.21,Month-to-month,6,Fiber optic,No,No,Electronic check,Yes,1
67,35.22,2359.62,Two year,1,Fiber optic,No,Yes,Electronic check,No,1
29,61.67,1788.46,Month-to-month,0,No,No,No,Credit card,Yes,1
9,57.52,517.72,Month-to-month,0,No,Yes,No,Electronic check,Yes,1
67,25.68,1720.76,Two year,6,DSL,No,Yes,Mailed check,No,1
25,85.46,2136.62,One year,4,No,No,No,Credit card,Yes,1
42,46.85,1967.89,Month-to-month,3,No,No,Yes,Credit card,Yes,1
9,65.97,593.7,Two year,4,DSL,No,Yes,Bank transfer,Yes,0
40,61.18,2447.31,Month-to-month,9,No,No,No,Credit card,Yes,1
25,61.06,1526.52,Month-to-month,9,DSL,No,No,Mailed check,Yes,1
5,28.58,142.89,Two year,5,Fiber optic,No,No,Electronic check,No,1
11,53.88,592.66,Month-to-month,9,DSL,Yes,Yes,Credit card,Yes,1
59,56.19,3315.17,Two year,5,DSL,No,No,Credit card,Yes,1
38,78.69,2990.27,Month-to-month,0,Fiber optic,No,Yes,Bank transfer,Yes,1
5,87.2,436.01,One year,1,DSL,No,Yes,Bank transfer,No,0
48,63.6,3052.73,One year,2,Fiber optic,No,No,Electronic check,Yes,1
18,26.94,484.97,Two year,3,Fiber optic,No,No,Credit card,No,1
70,38.95,2726.36,One year,5,DSL,No,No,Mailed check,Yes,0
37,33.19,1228.2,Month-to-month,8,DSL,No,No,Electronic check,Yes,1
60,29.97,1798.15,One year,1,Fiber optic,No,Yes,Mailed check,Yes,1
48,49.27,2365.05,Month-to-month,7,Fiber optic,No,No,Credit card,No,1
28,38.35,1073.84,One year,8,Fiber optic,No,Yes,Electronic check,Yes,1
69,37.46,2585.03,Two year,1,Fiber optic,No,Yes,Bank transfer,No,0
40,24.38,975.02,Month-to-month,8,Fiber optic,No,No,Bank transfer,Yes,1
45,21.41,963.61,One year,6,DSL,No,No,Mailed check,No,1
62,28.22,1749.73,Month-to-month,8,Fiber optic,Yes,No,Electronic check,No,1
58,33.78,1959.0,Month-to-month,5,No,Yes,No,Mailed check,Yes,0
67,54.48,3650.07,Month-to-month,1,Fiber optic,No,No,Bank transfer,No,1
56,60.84,3407.13,One year,7,Fiber optic,No,No,Credit card,No,1
40,31.25,1249.89,Month-to-month,9,Fiber optic,Yes,No,Bank transfer,Yes,1
40,53.98,2159.31,One year,8,Fiber optic,No,Yes,Credit card,No,1
33,47.34,1562.22,Month-to-month,7,Fiber optic,Yes,Yes,Mailed check,Yes,1
6,34.67,208.04,One year,1,Fiber optic,No,Yes,Mailed check,No,1
19,20.55,390.4,Month-to-month,7,Fiber optic,Yes,No,Mailed check,Yes,1
40,57.36,2294.46,Two year,2,DSL,No,No,Credit card,Yes,0
59,74.85,4416.28,Month-to-month,2,Fiber optic,No,No,Mailed check,No,1
59,38.1,2248.03,One year,8,Fiber optic,No,Yes,Mailed check,Yes,1
48,30.54,1466.14,Month-to-month,8,DSL,Yes,Yes,Electronic check,Yes,1
41,90.96,3729.5,One year,8,No,No,No,Credit card,Yes,1
13,42.0,546.03,Month-to-month,3,DSL,No,Yes,Mailed check,No,1
45,37.89,1705.01,One year,6,DSL,Yes,No,Mailed check,Yes,1
53,88.57,4694.09,Month-to-month,7,Fiber optic,No,Yes,Credit card,Yes,1
42,85.37,3585.48,One year,4,Fiber optic,No,No,Credit card,Yes,1
63,55.87,3519.67,Month-to-month,0,Fiber optic,Yes,No,Bank transfer,Yes,1
27,59.14,1596.76,Month-to-month,8,DSL,Yes,No,Bank transfer,Yes,1
38,37.42,1421.96,Month-to-month,5,DSL,No,No,Electronic check,Yes,1
60,26.26,1575.85,Month-to-month,2,Fiber optic,No,No,Mailed check,Yes,1
7,65.87,461.12,Month-to-month,2,DSL,No,No,Credit card,No,1
5,27.87,139.34,Two year,9,Fiber optic,Yes,No,Mailed check,No,0
45,55.94,2517.39,Two year,0,Fiber optic,No,No,Bank transfer,No,1
58,95.24,5523.91,One year,7,Fiber optic,No,Yes,Bank transfer,No,1
31,96.23,2983.03,Month-to-month,1,DSL,Yes,No,Bank transfer,Yes,1
23,39.15,900.37,Month-to-month,0,DSL,No,No,Credit card,Yes,1
42,69.93,2937.02,One year,6,DSL,Yes,No,Mailed check,No,0
10,57.93,579.26,Month-to-month,8,DSL,Yes,Yes,Credit card,Yes,1
32,90.05,2881.75,Two year,5,Fiber optic,No,Yes,Mailed check,Yes,1
53,41.71,2210.87,Month-to-month,7,Fiber optic,No,No,Electronic check,Yes,1
30,20.3,608.89,Two year,7,DSL,No,No,Bank transfer,Yes,1
39,33.0,1287.19,Month-to-month,8,DSL,Yes,No,Bank transfer,Yes,1
31,47.96,1486.82,One year,6,DSL,No,Yes,Bank transfer,Yes,1
2,45.26,90.52,Month-to-month,8,Fiber optic,Yes,Yes,Bank transfer,No,1
12,83.31,999.71,Two year,8,DSL,Yes,Yes,Credit card,Yes,0
39,74.44,2903.35,Month-to-month,0,No,No,No,Bank transfer,Yes,1
66,43.96,2901.66,One year,5,DSL,No,Yes,Mailed check,Yes,0
13,56.62,736.05,Two year,7,DSL,Yes,No,Mailed check,No,0
46,27.64,1271.66,Month-to-month,9,DSL,No,Yes,Bank transfer,Yes,1
27,91.85,2480.0,Month-to-month,8,Fiber optic,No,No,Bank transfer,Yes,1
17,94.83,1612.18,Month-to-month,3,Fiber optic,Yes,No,Credit card,Yes,1
60,98.38,5903.06,Month-to-month,1,Fiber optic,Yes,No,Credit card,Yes,1
64,89.48,5726.99,Month-to-month,8,DSL,Yes,No,Mailed check,Yes,1
35,33.92,1187.09,Month-to-month,8,DSL,No,No,Mailed check,Yes,1
70,23.7,1658.7,Month-to-month,7,DSL,Yes,No,Electronic check,Yes,1
30,66.37,1991.03,One year,2,Fiber optic,Yes,No,Mailed check,Yes,0
71,93.01,6603.6,One year,4,DSL,No,Yes,Electronic check,Yes,0
63,34.19,2153.85,Month-to-month,1,Fiber optic,No,Yes,Bank transfer,Yes,1
28,20.56,575.78,Two year,2,DSL,No,No,Bank transfer,Yes,1
60,84.44,5066.38,Two year,0,DSL,No,No,Bank transfer,No,0
37,26.14,967.32,One year,3,Fiber optic,No,No,Mailed check,No,1
22,53.1,1168.12,Month-to-month,4,DSL,No,No,Mailed check,Yes,1
68,74.31,5053.15,Month-to-month,1,Fiber optic,Yes,Yes,Bank transfer,Yes,1
20,38.94,778.88,One year,2,DSL,Yes,No,Credit card,No,0
68,26.72,1816.76,One year,5,DSL,No,No,Bank transfer,No,0
64,81.6,5222.51,Month-to-month,5,No,No,No,Electronic check,No,1
17,70.41,1197.04,One year,6,DSL,No,No,Credit card,Yes,1
12,99.08,1188.95,Month-to-month,8,Fiber optic,Yes,No,Credit card,Yes,1
22,47.54,1045.98,Month-to-month,3,Fiber optic,No,Yes,Mailed check,No,1
17,24.94,424.0,One year,4,DSL,No,No,Mailed check,Yes,1
10,78.75,787.48,One year,1,Fiber optic,No,No,Electronic check,Yes,1
65,61.74,4013.01,Month-to-month,5,DSL,No,No,Bank transfer,No,1
22,37.06,815.24,One year,3,Fiber optic,Yes,No,Bank transfer,No,0
50,82.54,4126.92,Two year,4,Fiber optic,No,No,Mailed check,No,1
14,36.3,508.21,One year,6,No,Yes,No,Mailed check,Yes,0
64,40.85,2614.59,One year,5,Fiber optic,No,No,Bank transfer,Yes,1
47,27.4,1287.91,Month-to-month,7,Fiber optic,No,No,Credit card,Yes,1
29,51.95,1506.68,Month-to-month,5,Fiber optic,No,Yes,Electronic check,No,1
36,53.51,1926.52,Month-to-month,9,DSL,No,No,Electronic check,Yes,1
52,61.16,3180.58,One year,7,Fiber optic,Yes,No,Electronic check,Yes,1
7,76.72,537.02,One year,3,DSL,Yes,Yes,Mailed check,No,0
29,92.49,2682.15,Month-to-month,6,Fiber optic,Yes,No,Credit card,Yes,1
11,31.02,341.21,Month-to-month,2,Fiber optic,No,Yes,Electronic check,No,1
33,24.35,803.48,Month-to-month,0,Fiber optic,No,Yes,Credit card,Yes,1
6,21.48,128.89,Month-to-month,8,Fiber optic,Yes,No,Mailed check,Yes,1
32,31.49,1007.67,Two year,8,Fiber optic,No,Yes,Mailed check,Yes,1
51,72.64,3704.43,One year,5,DSL,Yes,No,Bank transfer,Yes,0
58,78.2,4535.49,Month-to-month,1,DSL,No,No,Credit card,Yes,1
26,82.92,2155.93,One year,7,Fiber optic,No,Yes,Credit card,Yes,1
46,39.5,1816.85,One year,9,Fiber optic,No,No,Credit card,Yes,1
29,44.47,1289.68,One year,5,Fiber optic,Yes,Yes,Bank transfer,Yes,0
4,58.65,234.6,Month-to-month,6,Fiber optic,No,No,Electronic check,Yes,1
13,25.05,325.71,Month-to-month,0,DSL,Yes,No,Electronic check,No,1
39,68.89,2686.76,Month-to-month,2,Fiber optic,Yes,No,Mailed check,No,1
15,98.7,1480.48,Two year,0,DSL,No,No,Bank transfer,Yes,1
29,48.86,1417.07,One year,9,DSL,No,No,Credit card,Yes,1
29,80.23,2326.61,One year,0,DSL,Yes,No,Bank transfer,No,0
32,60.0,1920.09,Month-to-month,0,Fiber optic,No,Yes,Mailed check,Yes,1
2,30.22,60.45,Month-to-month,3,Fiber optic,No,No,Electronic check,No,1
47,66.58,3129.21,Month-to-month,6,DSL,No,No,Electronic check,Yes,1
22,43.99,967.78,Two year,6,Fiber optic,No,No,Mailed check,Yes,1
27,22.75,614.31,Month-to-month,4,DSL,Yes,No,Bank transfer,No,1
67,70.79,4743.22,Month-to-month,5,Fiber optic,Yes,No,Mailed check,Yes,1
56,88.71,4968.02,Two year,1,Fiber optic,No,No,Credit card,Yes,1
21,47.58,999.21,One year,4,DSL,Yes,Yes,Credit card,Yes,0
47,51.22,2407.51,One year,6,No,No,Yes,Mailed check,Yes,1
59,91.28,5385.62,Month-to-month,8,DSL,Yes,Yes,Credit card,No,1
6,85.09,510.53,One year,5,Fiber optic,No,Yes,Credit card,Yes,1
19,77.2,1466.73,Month-to-month,9,Fiber optic,No,Yes,Electronic check,Yes,1
57,39.9,2274.51,One year,3,DSL,No,Yes,Bank transfer,No,0
69,92.82,6404.4,Month-to-month,2,Fiber optic,No,Yes,Electronic check,Yes,1
3,32.35,97.06,Month-to-month,8,DSL,Yes,No,Electronic check,Yes,1
1,70.14,70.14,One year,6,Fiber optic,Yes,Yes,Bank transfer,Yes,0
58,22.3,1293.64,One year,5,DSL,No,Yes,Electronic check,No,0
38,71.5,2716.91,One year,6,DSL,No,No,Credit card,Yes,1
15,42.17,632.57,Month-to-month,7,Fiber optic,No,No,Mailed check,No,1
34,55.97,1903.12,Month-to-month,4,DSL,No,Yes,Mailed check,Yes,1
61,47.62,2904.89,One year,2,Fiber optic,No,Yes,Bank transfer,Yes,1
35,33.82,1183.72,One year,2,Fiber optic,No,Yes,Mailed check,No,0
64,69.76,4464.54,Two year,1,Fiber optic,Yes,Yes,Mailed check,Yes,0
25,90.56,2263.95,One year,7,DSL,No,Yes,Mailed check,Yes,1
24,96.73,2321.44,Month-to-month,0,Fiber optic,Yes,No,Mailed check,No,1
12,35.39,424.65,Two year,7,No,No,No,Electronic check,Yes,1
18,77.39,1393.02,Month-to-month,2,DSL,No,No,Credit card,No,1
15,73.15,1097.21,Month-to-month,8,Fiber optic,No,No,Credit card,Yes,1
27,47.47,1281.7,Month-to-month,1,DSL,Yes,Yes,Mailed check,Yes,1
60,21.53,1291.68,Month-to-month,9,Fiber optic,No,No,Bank transfer,Yes,1
46,75.18,3458.43,One year,8,Fiber optic,Yes,No,Electronic check,No,1
17,95.64,1625.87,One year,5,Fiber optic,Yes,No,Mailed check,Yes,1
53,70.57,3740.19,One year,0,No,Yes,No,Mailed check,Yes,0
8,54.82,438.59,Month-to-month,4,DSL,No,Yes,Bank transfer,Yes,1
27,62.01,1674.33,Month-to-month,9,DSL,Yes,No,Electronic check,No,1
46,35.97,1654.63,Month-to-month,8,DSL,Yes,No,Mailed check,No,1
50,80.04,4002.18,One year,5,DSL,Yes,Yes,Bank transfer,No,0
71,79.71,5659.66,Month-to-month,6,Fiber optic,Yes,Yes,Electronic check,No,1
3,31.64,94.92,Two year,3,Fiber optic,Yes,Yes,Electronic check,Yes,0
64,90.24,5775.25,Month-to-month,0,DSL,Yes,No,Mailed check,No,0
44,41.54,1827.55,Month-to-month,4,Fiber optic,No,Yes,Bank transfer,Yes,1
53,98.58,5224.77,One year,1,Fiber optic,No,Yes,Bank transfer,No,0
24,50.63,1215.17,Two year,7,DSL,Yes,No,Mailed check,Yes,1
60,34.23,2053.84,Month-to-month,3,DSL,No,Yes,Mailed check,Yes,1
3,48.14,144.41,One year,0,Fiber optic,Yes,Yes,Mailed check,Yes,0
20,55.21,1104.29,Two year,9,Fiber optic,Yes,No,Bank transfer,No,1
46,25.54,1175.05,Two year,6,No,No,No,Electronic check,No,1
15,66.26,993.86,One year,1,DSL,No,Yes,Mailed check,Yes,1
25,67.81,1695.26,One year,2,Fiber optic,No,Yes,Credit card,Yes,1
71,79.11,5617.12,Month-to-month,8,Fiber optic,Yes,No,Credit card,No,1
17,22.33,379.67,Two year,8,DSL,No,No,Mailed check,Yes,1
9,63.3,569.69,Month-to-month,1,DSL,No,No,Credit card,Yes,1
38,24.23,920.84,Two year,2,DSL,No,Yes,Electronic check,No,0
48,76.09,3652.39,Month-to-month,8,DSL,No,No,Electronic check,No,1
60,24.46,1467.49,Month-to-month,0,DSL,Yes,No,Credit card,Yes,1
63,92.94,5855.11,One year,1,Fiber optic,Yes,No,Bank transfer,Yes,0
2,76.17,152.33,Month-to-month,1,Fiber optic,No,No,Mailed check,Yes,1
11,60.59,666.5,Month-to-month,9,Fiber optic,Yes,No,Bank transfer,Yes,1
64,55.32,3540.5,One year,2,DSL,No,Yes,Electronic check,Yes,0
21,30.45,639.53,One year,9,Fiber optic,Yes,Yes,Credit card,No,1
18,43.28,779.04,One year,2,Fiber optic,No,No,Mailed check,Yes,1
64,89.52,5729.07,Month-to-month,9,No,Yes,Yes,Credit card,Yes,1
38,92.36,3509.54,One year,1,No,Yes,No,Credit card,Yes,0
32,20.06,641.91,Month-to-month,7,Fiber optic,No,Yes,Bank transfer,Yes,1
11,67.53,742.84,Month-to-month,7,Fiber optic,Yes,No,Bank transfer,Yes,1
45,77.54,3489.48,One year,7,DSL,Yes,Yes,Credit card,No,0
33,69.5,2293.49,Two year,1,DSL,Yes,No,Electronic check,Yes,0
41,26.53,1087.91,Month-to-month,8,Fiber optic,No,No,Mailed check,No,1
8,37.42,299.34,One year,6,Fiber optic,No,Yes,Credit card,Yes,1
11,40.03,440.3,Month-to-month,4,Fiber optic,No,Yes,Credit card,Yes,1
51,86.54,4413.44,Month-to-month,6,Fiber optic,No,No,Credit card,Yes,1
41,57.06,2339.29,Month-to-month,7,Fiber optic,Yes,Yes,Credit card,Yes,1
17,58.95,1002.09,Two year,8,DSL,Yes,Yes,Bank transfer,Yes,0
46,94.79,4360.41,Two year,1,DSL,Yes,Yes,Bank transfer,Yes,0
32,70.97,2270.94,One year,5,DSL,No,No,Electronic check,Yes,0
54,91.89,4962.24,One year,8,Fiber optic,No,Yes,Mailed check,Yes,1
20,56.52,1130.41,One year,5,Fiber optic,Yes,No,Credit card,Yes,0
33,31.95,1054.51,Month-to-month,1,No,Yes,No,Electronic check,Yes,0
40,94.39,3775.79,Month-to-month,0,Fiber optic,Yes,No,Bank transfer,Yes,1
32,56.7,1814.29,Month-to-month,2,DSL,Yes,Yes,Mailed check,Yes,0
2,34.53,69.06,One year,4,DSL,Yes,No,Electronic check,Yes,0
33,44.19,1458.32,Two year,6,Fiber optic,Yes,No,Mailed check,Yes,1
30,24.06,721.93,Month-to-month,9,No,Yes,No,Mailed check,Yes,1
33,57.46,1896.31,Month-to-month,9,DSL,No,No,Mailed check,No,1
26,88.25,2294.51,Month-to-month,2,Fiber optic,Yes,Yes,Bank transfer,Yes,1
22,94.69,2083.1,Two year,8,DSL,No,No,Credit card,Yes,1
66,94.61,6244.14,Month-to-month,9,DSL,No,No,Mailed check,No,1
38,30.02,1140.7,Month-to-month,3,No,No,No,Electronic check,Yes,1
46,50.56,2325.96,One year,9,DSL,Yes,Yes,Mailed check,Yes,0
15,22.26,333.87,One year,1,Fiber optic,No,No,Mailed check,No,0
44,88.41,3890.18,Month-to-month,2,DSL,Yes,Yes,Bank transfer,Yes,1
49,48.7,2386.32,Month-to-month,4,Fiber optic,Yes,Yes,Electronic check,Yes,0
61,70.49,4299.85,One year,2,Fiber optic,No,No,Mailed check,No,1
67,77.19,5171.86,Month-to-month,4,Fiber optic,No,No,Bank transfer,Yes,1
6,54.39,326.33,Two year,3,DSL,Yes,No,Bank transfer,Yes,0
9,44.52,400.64,One year,9,DSL,No,No,Credit card,Yes,1
6,96.98,581.86,Month-to-month,2,Fiber optic,Yes,Yes,Credit card,No,0
32,97.16,3109.09,Month-to-month,5,DSL,No,No,Credit card,Yes,1
41,43.15,1769.35,Month-to-month,7,Fiber optic,No,Yes,Mailed check,No,1
8,58.37,466.96,Month-to-month,3,Fiber optic,Yes,No,Mailed check,Yes,1
50,97.83,4891.38,Two year,8,DSL,Yes,Yes,Mailed check,Yes,1
62,20.39,1264.15,Two year,5,Fiber optic,No,Yes,Bank transfer,Yes,1
62,53.01,3286.88,Month-to-month,4,Fiber optic,No,No,Mailed check,Yes,1
7,28.04,196.26,Month-to-month,2,No,No,Yes,Bank transfer,No,1
4,60.73,242.93,Month-to-month,4,DSL,No,No,Electronic check,Yes,1
6,21.97,131.84,Month-to-month,4,DSL,No,Yes,Mailed check,Yes,1
58,52.55,3048.01,One year,3,DSL,Yes,Yes,Electronic check,Yes,0
22,37.66,828.43,Month-to-month,5,DSL,No,No,Credit card,No,1
26,62.66,1629.28,Two year,2,DSL,Yes,No,Electronic check,Yes,0
3,99.68,299.04,Month-to-month,9,No,No,No,Electronic check,Yes,1
41,84.04,3445.76,One year,0,DSL,No,No,Bank transfer,No,0
60,87.65,5259.08,Two year,6,DSL,No,No,Bank transfer,Yes,1
14,70.82,991.5,Month-to-month,6,DSL,No,No,Bank transfer,Yes,1
12,23.32,279.9,Month-to-month,3,DSL,Yes,No,Bank transfer,No,1
12,36.54,438.53,Month-to-month,8,DSL,No,No,Credit card,Yes,1
13,94.01,1222.07,Month-to-month,1,Fiber optic,Yes,No,Electronic check,No,1
25,49.29,1232.23,Two year,0,Fiber optic,No,No,Credit card,Yes,1
45,28.29,1273.09,Two year,2,DSL,Yes,No,Credit card,Yes,0
19,76.19,1447.66,Two year,6,DSL,Yes,Yes,Bank transfer,Yes,0
55,43.96,2417.61,Two year,8,Fiber optic,Yes,Yes,Electronic check,Yes,1
45,41.51,1867.88,Month-to-month,1,DSL,Yes,Yes,Electronic check,Yes,1
8,99.84,798.71,Two year,5,DSL,No,Yes,Credit card,Yes,0
53,88.65,4698.51,Two year,2,No,No,Yes,Bank transfer,Yes,0
55,52.64,2894.93,Month-to-month,4,Fiber optic,No,No,Credit card,Yes,1
32,98.42,3149.47,Month-to-month,8,Fiber optic,Yes,Yes,Electronic check,Yes,1
51,72.01,3672.46,One year,2,Fiber optic,Yes,No,Bank transfer,Yes,0
44,79.36,3491.92,Month-to-month,0,Fiber optic,No,No,Credit card,Yes,1
70,22.52,1576.47,Month-to-month,4,Fiber optic,Yes,Yes,Electronic check,Yes,1
18,29.73,535.11,Two year,0,No,No,Yes,Mailed check,No,0
22,70.65,1554.23,Two year,7,DSL,Yes,Yes,Bank transfer,Yes,0
37,91.92,3401.11,Month-to-month,6,Fiber optic,No,No,Electronic check,No,1
56,69.9,3914.37,Month-to-month,1,DSL,No,No,Bank transfer,Yes,1
59,30.72,1812.6,Two year,8,DSL,No,No,Electronic check,Yes,1
3,29.26,87.78,One year,4,Fiber optic,No,Yes,Bank transfer,Yes,0
28,87.53,2450.98,Month-to-month,6,No,No,No,Mailed check,Yes,1
35,31.14,1090.05,One year,3,Fiber optic,No,No,Credit card,No,1
61,61.62,3758.73,Two year,0,DSL,No,Yes,Credit card,Yes,0
54,22.97,1240.33,Two year,7,Fiber optic,Yes,No,Credit card,Yes,1
63,26.45,1666.58,Month-to-month,0,Fiber optic,No,No,Mailed check,Yes,1
7,73.79,516.52,Month-to-month,2,DSL,No,Yes,Bank transfer,No,1
49,75.13,3681.59,Two year,5,No,No,No,Bank transfer,Yes,1
31,47.32,1466.84,Month-to-month,7,DSL,No,Yes,Electronic check,Yes,1
58,37.25,2160.43,One year,7,DSL,Yes,Yes,Electronic check,No,0
61,85.1,5190.91,Month-to-month,1,DSL,No,Yes,Bank transfer,No,1
24,37.37,896.84,Month-to-month,8,DSL,Yes,Yes,Mailed check,Yes,1
20,63.36,1267.24,Month-to-month,3,Fiber optic,No,Yes,Mailed check,Yes,1
37,97.46,3605.9,Month-to-month,3,DSL,Yes,No,Credit card,Yes,1
4,31.83,127.31,Two year,1,Fiber optic,Yes,No,Credit card,Yes,0
20,95.27,1905.4,Month-to-month,0,DSL,No,No,Credit card,Yes,1
60,34.63,2077.89,Two year,9,Fiber optic,No,No,Bank transfer,No,1
24,65.4,1569.49,Two year,6,Fiber optic,No,No,Electronic check,Yes,1
50,50.16,2508.03,Month-to-month,9,DSL,No,Yes,Bank transfer,No,1
49,97.19,4762.52,One year,2,Fiber optic,Yes,Yes,Bank transfer,Yes,0
51,41.88,2136.05,Month-to-month,3,Fiber optic,Yes,No,Mailed check,No,1
36,51.97,1871.02,One year,8,Fiber optic,No,No,Mailed check,Yes,1
66,98.63,6509.5,One year,5,Fiber optic,No,Yes,Electronic check,No,0
34,62.92,2139.2,Month-to-month,0,Fiber optic,No,No,Electronic check,Yes,1
36,60.21,2167.57,Month-to-month,8,No,No,Yes,Bank transfer,Yes,1
6,40.62,243.73,One year,8,DSL,No,No,Bank transfer,Yes,1
39,76.11,2968.25,Two year,4,Fiber optic,No,No,Bank transfer,No,0
42,21.15,888.29,Month-to-month,7,DSL,No,No,Bank transfer,Yes,1
58,23.96,1389.74,One year,6,DSL,No,No,Mailed check,No,1
12,67.95,815.38,Month-to-month,7,DSL,No,No,Credit card,Yes,1
3,47.33,142.0,Two year,8,No,No,Yes,Credit card,No,1
18,96.27,1732.78,Month-to-month,1,Fiber optic,No,No,Credit card,No,1
40,92.26,3690.21,One year,9,DSL,Yes,Yes,Electronic check,Yes,1
21,77.1,1619.03,Month-to-month,4,DSL,Yes,No,Electronic check,Yes,0
15,85.45,1281.77,One year,7,No,Yes,No,Electronic check,Yes,1
26,73.39,1908.05,Two year,2,DSL,Yes,No,Electronic check,Yes,0
8,30.05,240.37,One year,5,DSL,Yes,No,Mailed check,Yes,0
42,81.24,3412.23,One year,5,Fiber optic,No,No,Bank transfer,Yes,1
44,36.82,1619.88,One year,6,Fiber optic,No,Yes,Electronic check,Yes,1
14,45.88,642.26,Two year,2,DSL,Yes,No,Credit card,Yes,0
2,85.54,171.08,One year,7,Fiber optic,No,No,Electronic check,Yes,1
37,62.92,2328.12,Two year,7,No,No,No,Credit card,Yes,1
69,88.8,6126.87,One year,8,No,Yes,Yes,Bank transfer,Yes,0
38,37.04,1407.63,One year,7,DSL,Yes,No,Mailed check,No,1
41,68.62,2813.51,Month-to-month,2,DSL,No,No,Mailed check,Yes,1
